"","Date","Sum_GAP","Sum_Others","Sum_Kitchen","Sum_Laundry","Sum_Heater_AC","forecastAC","forecastK","forecastL","forecastTotal","OnlyforecastAC","OnlyforecastK","OnlyforecastL","OnlyforecastTotal"
"386","2008-01-22",38750.3,18888.3,4670,7640,7552,10688.4101110752,1814.57757699068,2446.74413902783,35124.9493058366,NA,NA,NA,NA
"387","2008-01-23",31371.8,16509.8,1116,387,13359,10778.4626769037,2220.84948600173,2871.53331494677,35640.8108398173,NA,NA,NA,NA
"388","2008-01-24",27417.0333333333,20055.0333333333,1107,320,5935,10276.6049959113,1771.7954541842,1427.03603339879,33137.2037693502,NA,NA,NA,NA
"389","2008-01-25",37330.9333333333,23500.9333333333,0,2421,11409,11703.43647549,1938.60431015432,1942.53169684159,35285.3494742657,NA,NA,NA,NA
"390","2008-01-26",47249.8,26407.8,4925,311,15606,12830.5951982063,3166.7576673495,2562.75442206054,40362.1576205552,NA,NA,NA,NA
"391","2008-01-27",39696.1,24786.1,3725,3818,7367,10955.8855555524,3379.85890747783,3242.62613004781,40459.0862497573,NA,NA,NA,NA
"392","2008-01-28",38469.9333333333,24255.9333333333,1142,280,12792,11142.7381990344,1742.7614605795,1601.71107766545,34384.8190452972,NA,NA,NA,NA
"393","2008-01-29",44600.4,25837.4,1487,6199,11077,11676.2879157527,1805.29801487577,2544.72895984645,36818.9747969403,NA,NA,NA,NA
"394","2008-01-30",27344.1,19822.1,0,261,7261,11710.0703174031,2186.37349433621,2958.67963188349,37186.9904241376,NA,NA,NA,NA
"395","2008-01-31",32565.3666666667,21696.3666666667,1165,267,9437,11126.3097611253,1710.51254628045,1499.6236908073,34477.4361934494,NA,NA,NA,NA
"396","2008-02-01",25577.5333333333,17720.5333333333,336,280,7241,12446.4474773979,1849.27751699191,1997.25290422601,36363.5838249211,NA,NA,NA,NA
"397","2008-02-02",48933.9,24734.9,6247,2764,15188,13443.573558152,3048.57034599629,2596.81437954694,41125.8758839148,NA,NA,NA,NA
"398","2008-02-03",34742.8,19536.8,2319,4435,8452,11417.527137714,3232.45298740344,3253.8288345358,40860.7175178786,NA,NA,NA,NA
"399","2008-02-04",27135.6333333333,16191.6333333333,1161,252,9531,11434.3142100521,1566.26608184098,1588.52791816586,34383.0482877306,NA,NA,NA,NA
"400","2008-02-05",41207.6,18589.6,1098,7803,13717,11782.1297717927,1600.34775978233,2506.34821498296,36379.9118583243,NA,NA,NA,NA
"401","2008-02-06",27825.6666666667,16927.6666666667,2114,356,8428,11617.9866113425,1954.11568005477,2895.03553721321,36285.1685541359,NA,NA,NA,NA
"402","2008-02-07",25305.1666666667,16921.1666666667,0,295,8089,10827.9249030358,1452.60332252252,1411.40433241307,33096.6138606524,NA,NA,NA,NA
"403","2008-02-08",32509.4,20085.4,940,1921,9563,11937.4535822429,1567.86679277072,1885.88680066148,34497.3286867494,NA,NA,NA,NA
"404","2008-02-09",35037.9333333333,19856.9333333333,2050,2838,10293,12723.8893609635,2746.27584482084,2464.43621926916,38777.9154388454,NA,NA,NA,NA
"405","2008-02-10",36411.9,20766.9,2562,2955,10128,10491.3600681567,2912.323994043,3103.22542315346,38045.0469998081,NA,NA,NA,NA
"406","2008-02-11",28200.2666666667,17955.2666666667,1018,297,8930,10310.124192044,1231.73768883679,1423.06594220297,31123.7926101077,NA,NA,NA,NA
"407","2008-02-12",33129.9666666667,17126.9666666667,2009,1856,12138,10472.4957646176,1255.18664253722,2329.88593129,32710.9447111301,NA,NA,NA,NA
"408","2008-02-13",31674.9666666667,17961.9666666667,2530,3615,7568,10139.3793120798,1602.35861966411,2711.82093511074,32249.4979297238,NA,NA,NA,NA
"409","2008-02-14",26743.7,15853.7,1300,291,9299,9200.39132308912,1098.48985171743,1225.96267756567,28745.5491733407,NA,NA,NA,NA
"410","2008-02-15",33420.1333333333,17171.1333333333,1109,1723,13417,10184.2213345851,1215.76745871367,1702.90074550407,29889.4501007396,NA,NA,NA,NA
"411","2008-02-16",39115.8,24080.8,1076,2360,11599,10870.9003956601,2400.61766111126,2288.62184758263,33977.8708897876,NA,NA,NA,NA
"412","2008-02-17",32222.8,20734.8,3182,2257,6049,8566.74522467926,2577.51469188748,2939.20768142012,33122.2065627182,NA,NA,NA,NA
"413","2008-02-18",25240.0666666667,14644.0666666667,0,251,10345,8343.63125886335,912.090374364549,1275.25689651323,26150.7932286882,NA,NA,NA,NA
"414","2008-02-19",35448.6,17656.6,1881,4711,11200,8494.88471912608,954.846424567209,2202.36917666718,27762.1607789267,NA,NA,NA,NA
"415","2008-02-20",37563.1666666667,20688.1666666667,3655,5516,7704,8181.79903651534,1325.23269256765,2608.24527869536,27399.4747485201,NA,NA,NA,NA
"416","2008-02-21",27230.8333333333,18400.8333333333,0,307,8523,7293.75234386185,848.182404376386,1149.4479248566,24067.4368782488,NA,NA,NA,NA
"417","2008-02-22",28876.0666666667,15623.0666666667,1167,1985,10101,8358.57901296624,995.520637133194,1655.95804888426,25453.4752325875,NA,NA,NA,NA
"418","2008-02-23",30566.1666666667,16592.1666666667,1684,2250,10040,9154.86251629324,2213.25964388784,2273.09064045799,29849.8814373701,NA,NA,NA,NA
"419","2008-02-24",21050.1333333333,8517.13333333333,754,332,11447,6986.9171041048,2425.41574970879,2956.21073249893,29362.3240393076,NA,NA,NA,NA
"420","2008-02-25",8408.13333333333,6231.13333333333,0,321,1856,6924.11035693825,797.127582739566,1325.17449176493,22812.2022614125,NA,NA,NA,NA
"421","2008-02-26",8452,6144,0,295,2013,7256.8153178912,878.377488913004,2284.83288700753,24890.0628703774,NA,NA,NA,NA
"422","2008-02-27",9445.33333333333,6150.33333333333,0,326,2969,7142.99589644959,1288.07913255375,2722.15121574236,25030.2284318644,NA,NA,NA,NA
"423","2008-02-28",8486.4,6177.4,0,281,2028,6468.40040491947,850.622135794647,1292.98884093805,22227.9015433657,NA,NA,NA,NA
"424","2008-02-29",22222.4666666667,10387.4666666667,0,3773,8062,7757.01422956969,1037.28978925456,1826.67311734609,24160.5706314187,NA,NA,NA,NA
"425","2008-03-01",19031.2666666667,15020.2666666667,0,1287,2724,8783.43685695794,2293.56326445306,2467.93127213219,29110.3693597267,NA,NA,NA,NA
"426","2008-03-02",19370.4333333333,11561.4333333333,0,5244,2565,6847.94866310636,2542.94688131613,3171.62035837823,29172.8131030846,NA,NA,NA,NA
"427","2008-03-03",17342.5,13380.5,0,2207,1755,7015.91747327673,950.09404756348,1557.17988142172,23159.3712898382,NA,NA,NA,NA
"428","2008-03-04",27816.5,14709.5,1249,2443,9415,7573.83162876772,1064.5355963329,2529.14428760555,25751.093092161,NA,NA,NA,NA
"429","2008-03-05",33953.4666666667,17482.4666666667,1145,9797,5529,7675.96141843397,1504.77342776929,2974.26839431369,26373.4298654709,NA,NA,NA,NA
"430","2008-03-06",41720.1333333333,33301.1333333333,1082,372,6965,7204.62208072922,1094.83023809495,1548.30999848325,24013.514551216,NA,NA,NA,NA
"431","2008-03-07",31049.2666666667,17310.2666666667,1235,3471,9033,8680.68794091486,1305.67132703248,2080.60361888348,26341.7198174965,NA,NA,NA,NA
"432","2008-03-08",37477.6666666667,22410.6666666667,6286,346,8435,9876.02171568892,2582.51189811901,2715.98920223683,31634.1438897383,NA,NA,NA,NA
"433","2008-03-09",26007.6333333333,18912.6333333333,2607,333,4155,8088.58347839193,2848.64441508784,3409.536063351,31981.4451492855,NA,NA,NA,NA
"434","2008-03-10",26978.1,15941.1,2009,368,8660,8381.86866735109,1268.56566368325,1780.98689195743,26191.4827289776,NA,NA,NA,NA
"435","2008-03-11",36667.3666666667,18559.3666666667,1271,3901,12936,9040.96154533045,1391.70529783804,2735.25932115642,28942.9798214953,NA,NA,NA,NA
"436","2008-03-12",29570.5333333333,15034.5333333333,1120,2374,11042,9219.2059349502,1836.51884563059,3159.55850472334,29660.3531515177,NA,NA,NA,NA
"437","2008-03-13",27925.2333333333,15608.2333333333,3263,3590,5464,8798.46668920032,1427.03604145488,1710.14535966284,27330.9696638695,NA,NA,NA,NA
"438","2008-03-14",36837,17500,980,3881,14476,10299.631984081,1634.28056780041,2216.8948864402,29626.6537847471,NA,NA,NA,NA
"439","2008-03-15",26271.6666666667,17309.6666666667,2550,502,5910,11495.0212327932,2903.57471948033,2825.20887752246,34826.0964707645,NA,NA,NA,NA
"440","2008-03-16",30032.6666666667,15786.6666666667,2394,566,11286,9683.46409621015,3158.36365368083,3490.72377379924,35023.589984725,NA,NA,NA,NA
"441","2008-03-17",28448.6333333333,12215.6333333333,236,6651,9346,9929.70113267525,1563.33897397779,1833.73898495562,29031.5489910873,NA,NA,NA,NA
"442","2008-03-18",31959.4333333333,14240.4333333333,1156,4019,12544,10520.3937948672,1668.16352105338,2759.70363125164,31534.0384448953,NA,NA,NA,NA
"443","2008-03-19",21807.4666666667,13132.4666666667,2110,411,6154,10610.7469957379,2091.56043194528,3156.31558232463,31961.4557629695,NA,NA,NA,NA
"444","2008-03-20",20887.9,12632.9,1107,478,6670,10084.7191533982,1657.85741071157,1680.27783057508,29307.6325252606,NA,NA,NA,NA
"445","2008-03-21",34440.7,14216.7,2171,4778,13275,11465.4712630512,1838.40235890739,2161.84693485515,31251.183296556,NA,NA,NA,NA
"446","2008-03-22",34225.2666666667,17910.2666666667,3322,588,12405,12527.7212244366,3078.86393105121,2746.738101035,36077.7569340788,NA,NA,NA,NA
"447","2008-03-23",38766.5,16497.5,6279,2112,13878,10572.7702568022,3303.05171786546,3390.82784090573,35888.6182758542,NA,NA,NA,NA
"448","2008-03-24",32911.1333333333,18784.1333333333,1131,5988,7008,10667.853193912,1676.03583196532,1714.57962832822,29503.024459197,NA,NA,NA,NA
"449","2008-03-25",33597.6,14180.6,2246,3677,13494,11102.1014771975,1747.86778331358,2623.53053190204,31611.6196083478,NA,NA,NA,NA
"450","2008-03-26",27224.5333333333,13299.5333333333,2547,3831,7547,11033.123013931,2137.66571024316,3005.39264061771,31650.9981756298,NA,NA,NA,NA
"451","2008-03-27",22847.0333333333,13469.0333333333,0,356,9022,10347.1745703719,1670.15490399816,1516.81418296878,28620.7044485856,NA,NA,NA,NA
"452","2008-03-28",31423.7333333333,13912.7333333333,2325,3605,11581,11569.5788092983,1817.07976379293,1987.93486498002,30204.4975024565,NA,NA,NA,NA
"453","2008-03-29",41185.8333333333,18417.8333333333,5153,375,17240,12477.0525567518,3024.50073197522,2564.29971816588,34692.538052025,NA,NA,NA,NA
"454","2008-03-30",35773.2,19644.2,5045,1315,9769,10372.7132812536,3216.61089504002,3201.57206678534,34189.9255779778,NA,NA,NA,NA
"455","2008-03-31",22959.5,12070.5,1091,411,9387,10325.4155310764,1558.85200936356,1519.97065610189,27519.0498615416,NA,NA,NA,NA
"456","2008-04-01",35484.2,13233.2,1079,6657,14515,10625.7059147135,1601.63182712062,2424.76851072314,29372.9799780155,NA,NA,NA,NA
"457","2008-04-02",28194.5333333333,15425.5333333333,1106,3674,7989,10432.4003927399,1964.40578173402,2803.40690954926,29190.0398557525,NA,NA,NA,NA
"458","2008-04-03",18812.6,11489.6,0,422,6901,9632.75900473552,1472.21397468457,1312.26894215611,25970.8361929299,NA,NA,NA,NA
"459","2008-04-04",27198.6333333333,11044.6333333333,2133,775,13246,10752.909481462,1597.08961184987,1781.24674419919,27399.5660084376,NA,NA,NA,NA
"460","2008-04-05",32846.0333333333,15399.0333333333,2929,874,13644,11570.1855773082,2785.35246329614,2355.66629666783,31766.2578892002,NA,NA,NA,NA
"461","2008-04-06",28271.9666666667,16980.9666666667,1124,2615,7552,9388.14630175023,2961.42206758254,2991.01002656525,31175.3727295954,NA,NA,NA,NA
"462","2008-04-07",25647.3,13089.3,2420,672,9466,9275.9269671816,1290.93048668624,1307.36192497306,24448.2253839938,NA,NA,NA,NA
"463","2008-04-08",44291.9333333333,13307.9333333333,2752,10713,17519,9524.20981843001,1324.43654530542,2209.91248209755,26276.4475412394,NA,NA,NA,NA
"464","2008-04-09",20314.2,10935.2,0,376,9003,9291.81722978629,1681.50468296194,2586.07662112467,26096.6382100473,NA,NA,NA,NA
"465","2008-04-10",24629.1,14384.1,3261,457,6527,8465.90188031541,1187.23943594973,1092.26896178885,22907.4651126366,NA,NA,NA,NA
"466","2008-04-11",31294.4,14479.4,1802,491,14522,9572.38473165157,1313.69178095909,1558.47045269967,24391.04188184,NA,NA,NA,NA
"467","2008-04-12",46666.9,21866.9,7076,2499,15225,10388.3061313401,2507.1509990071,2130.15027548294,28835.2331125384,NA,NA,NA,NA
"468","2008-04-13",37216.4333333333,15713.4333333333,2554,5942,13007,8216.85583426257,2691.95686594616,2762.98335260028,28342.3113652192,NA,NA,NA,NA
"469","2008-04-14",26493.0333333333,14871.0333333333,0,425,11197,8126.73261000737,1033.61205719861,1077.2883424286,21731.4262396258,NA,NA,NA,NA
"470","2008-04-15",27840.1,12794.1,1174,3998,9874,8408.1210939563,1082.49677463374,1978.5236563828,23692.1049413974,NA,NA,NA,NA
"471","2008-04-16",24817.7333333333,12254.7333333333,838,403,11322,8219.28890089223,1457.9487875214,2354.39497560426,23658.9302765842,NA,NA,NA,NA
"472","2008-04-17",23264.3666666667,12490.3666666667,1719,417,8638,7446.77857954539,984.79995363398,861.618944550439,20628.6593459389,NA,NA,NA,NA
"473","2008-04-18",31039.8333333333,14112.8333333333,2174,3832,10921,8615.84552280488,1134.78548405936,1330.47746718507,22281.6082221597,NA,NA,NA,NA
"474","2008-04-19",37561.8333333333,16063.8333333333,4319,2457,14722,9502.80755438444,2353.83962167321,1906.72692301149,26903.9554305775,NA,NA,NA,NA
"475","2008-04-20",29856.9666666667,13881.9666666667,1030,4544,10401,7410.07246884807,2565.91252846481,2546.30306396388,26596.3894402284,NA,NA,NA,NA
"476","2008-04-21",19402.6,9941.6,0,2673,6788,7405.49474086649,936.088233930693,869.746905708643,20176.561676469,NA,NA,NA,NA
"477","2008-04-22",27127.9333333333,10460.9333333333,971,5093,10603,7778.34964723732,1014.30559215739,1782.68956589698,22332.5660940314,NA,NA,NA,NA
"478","2008-04-23",22622.1333333333,12344.1333333333,1380,492,8406,7685.92841678523,1419.44535371462,2172.94991857056,22497.5930124202,NA,NA,NA,NA
"479","2008-04-24",17396.2,10315.2,1263,522,5296,7013.7295660796,975.874308330811,697.29009565504,19667.0223321269,NA,NA,NA,NA
"480","2008-04-25",21128.9,8900.9,824,2004,9400,8285.89807120388,1154.86262857956,1185.9635650039,21519.7832638848,NA,NA,NA,NA
"481","2008-04-26",15052.7666666667,10832.7666666667,0,634,3586,9277.5785627406,2401.88793068666,1784.6203466476,26340.635170531,NA,NA,NA,NA
"482","2008-04-27",16804,10035,693,588,5488,7289.94919504416,2640.46067617296,2449.01030491989,26228.7963658869,NA,NA,NA,NA
"483","2008-04-28",10984.2,7577.2,0,621,2786,7389.58766842627,1035.25058157597,799.409933299854,20000.3838148018,NA,NA,NA,NA
"484","2008-04-29",32876.9333333333,15582.9333333333,1402,5411,10481,7864.45778353176,1135.81578964266,1741.11061032819,22341.885944549,NA,NA,NA,NA
"485","2008-04-30",18362.1,10062.1,1057,590,6653,7870.52014117744,1560.69770981099,2161.52214295694,22684.8171340988,NA,NA,NA,NA
"486","2008-05-01",9600.23333333333,6484.23333333333,0,530,2586,7291.94200065386,1133.97228699474,716.936497851002,20022.8195236542,NA,NA,NA,NA
"487","2008-05-02",24962.8,12577.8,3114,584,8687,8651.55765849138,1326.6736386656,1237.08624518947,22033.03943771,NA,NA,NA,NA
"488","2008-05-03",21493.3333333333,13421.3333333333,996,541,6535,9723.24510843039,2584.1033987756,1867.06200337178,26998.4328125142,NA,NA,NA,NA
"489","2008-05-04",24516.1666666667,13984.1666666667,2196,2872,5464,7806.98508008138,2829.66023263296,2562.02948807387,27016.4258989813,NA,NA,NA,NA
"490","2008-05-05",22782.2,11199.2,1008,378,10197,7968.25326922135,1227.96905369915,941.671197332498,20901.3932667356,NA,NA,NA,NA
"491","2008-05-06",29833,10869,1354,5410,12200,8494.03338182397,1328.61158741007,1910.69028588318,23338.174089596,NA,NA,NA,NA
"492","2008-05-07",19604.4,11502.4,1030,423,6649,8539.45378093039,1750.22111393095,2355.9299936321,23756.7737687948,NA,NA,NA,NA
"493","2008-05-08",35278.3,18192.3,3667,702,12717,7988.02188336093,1317.03210802763,933.153061490569,21149.5148370961,NA,NA,NA,NA
"494","2008-05-09",29121.2,14565.2,2229,423,11904,9362.10679361088,1500.30071374686,1471.61519481792,23192.4625479721,NA,NA,NA,NA
"495","2008-05-10",31818.8,12542.8,6950,612,11714,10435.3350794021,2745.60942906123,2115.99641049824,28167.7775922421,NA,NA,NA,NA
"496","2008-05-11",26848.6666666667,18015.6666666667,563,1340,6930,8507.66498164847,2976.6905412307,2821.13044773552,28172.4202405883,NA,NA,NA,NA
"497","2008-05-12",25403.4,10277.4,2082,1085,11959,8644.78914811991,1358.54795926376,1206.45689110125,22020.6660249306,NA,NA,NA,NA
"498","2008-05-13",24614.9,11332.9,823,4089,8370,9134.15289875384,1441.17924117047,2176.53322871179,24397.6521561336,NA,NA,NA,NA
"499","2008-05-14",26404.3666666667,10785.3666666667,2467,3436,9716,9131.59033171628,1843.66083424606,2618.15994183244,24734.1001609376,NA,NA,NA,NA
"500","2008-05-15",19379.4666666667,11121.4666666667,868,570,6820,8521.55209539426,1390.68746320398,1187.16286359276,22023.4773424823,NA,NA,NA,NA
"501","2008-05-16",27467.1666666667,13719.1666666667,2228,2565,8955,9827.57516321688,1553.98184477216,1712.96674615756,23943.42148094,NA,NA,NA,NA
"502","2008-05-17",27624.2333333333,12059.2333333333,2158,935,12472,10824.659552337,2779.58836414841,2340.52383503355,28778.0805614281,NA,NA,NA,NA
"503","2008-05-18",30065.9666666667,14309.9666666667,1775,5355,8626,8814.31750631952,2991.68552635665,3025.03767521605,28626.7915737463,NA,NA,NA,NA
"504","2008-05-19",17171.0333333333,8096.03333333333,1014,558,7503,8863.94565009759,1355.69710645538,1386.40692493897,22306.5586523522,NA,NA,NA,NA
"505","2008-05-20",26355.5666666667,10595.5666666667,1352,2431,11977,9262.80772925248,1422.00407149209,2329.72660598079,24505.5503246544,NA,NA,NA,NA
"506","2008-05-21",22068.5333333333,10354.5333333333,1989,474,9251,9168.63101982192,1810.02055780149,2742.40016631591,24657.7623288605,NA,NA,NA,NA
"507","2008-05-22",16281.1333333333,8370.13333333333,996,440,6475,8467.79116541914,1344.72508649119,1280.90693791399,21760.1099685707,NA,NA,NA,NA
"508","2008-05-23",24748.6,8624.6,0,1390,14734,9685.73684119804,1498.06341922994,1775.35933007425,23493.7761327475,NA,NA,NA,NA
"509","2008-05-24",26336.2666666667,11907.2666666667,1027,569,12833,10599.3203507865,2716.23688214309,2371.41400237975,28146.4687810003,NA,NA,NA,NA
"510","2008-05-25",34141.7333333333,15007.7333333333,4307,8811,6016,8511.80091153174,2923.5111262781,3024.97771929622,27821.0141940704,NA,NA,NA,NA
"511","2008-05-26",21495.1666666667,10560.1666666667,985,666,9284,8492.17240613687,1285.32536197326,1356.63315731843,21337.748686792,NA,NA,NA,NA
"512","2008-05-27",28478.3333333333,11648.3333333333,0,5352,11478,8831.10447968799,1352.00420767792,2272.12259268123,23387.9310804434,NA,NA,NA,NA
"513","2008-05-28",18572.8666666667,8213.86666666667,3138,512,6709,8687.50129423813,1742.83545583867,2659.44333369876,23408.3249440243,NA,NA,NA,NA
"514","2008-05-29",18917.9333333333,8703.93333333333,1004,507,8703,7948.65384447045,1282.6049079168,1175.59994403072,20398.217058607,NA,NA,NA,NA
"515","2008-05-30",23287.4,8970.4,0,3019,11298,9140.63826533409,1443.00460003963,1651.14802260672,22040.7005781996,NA,NA,NA,NA
"516","2008-05-31",27357.8333333333,11407.8333333333,1764,2328,11858,10040.6271198212,2669.92811803149,2232.09415893054,26624.8788117346,NA,NA,NA,NA
"517","2008-06-01",30814.6,17056.6,1906,545,11307,7951.88112510722,2887.2877957163,2874.5930790863,26254.4177592579,NA,NA,NA,NA
"518","2008-06-02",17900.2,10041.2,960,558,6341,7943.07359343981,1260.13361779233,1199.36749605287,19749.9115772782,NA,NA,NA,NA
"519","2008-06-03",26630.2666666667,11860.2666666667,2897,2608,9265,8304.23674131493,1338.37571580723,2112.18875748552,21802.2843393235,NA,NA,NA,NA
"520","2008-06-04",26481.8666666667,10741.8666666667,1550,7682,6508,8193.3342161227,1740.87347829981,2500.97223775875,21847.3777202987,NA,NA,NA,NA
"521","2008-06-05",18667.9666666667,7633.96666666667,1747,506,8781,7496.43553747183,1291.98212354521,1022.53251861537,18882.9912006022,NA,NA,NA,NA
"522","2008-06-06",20295.2333333333,10909.2333333333,1009,506,7871,8738.14443479196,1462.97273887566,1507.13303736677,20590.2029146041,NA,NA,NA,NA
"523","2008-06-07",31374.7333333333,11791.7333333333,2379,2611,14593,9693.94738546716,2699.33916257026,2100.3946526183,25255.6262315259,NA,NA,NA,NA
"524","2008-06-08",25705.3666666667,10276.3666666667,2536,3161,9732,7665.2489083427,2924.62618322313,2758.00389673292,24980.0288948146,NA,NA,NA,NA
"525","2008-06-09",22094.9666666667,10121.9666666667,1967,2085,7921,7718.74478817289,1303.55857156282,1100.14611252856,18580.7771503517,NA,NA,NA,NA
"526","2008-06-10",17784.8333333333,7300.83333333333,907,585,8992,8142.42111428858,1385.77254869238,2032.00119051824,20745.3261702696,NA,NA,NA,NA
"527","2008-06-11",18720.1,9335.1,977,842,7566,8092.18207959536,1789.91245593093,2440.85542642882,20905.903557738,NA,NA,NA,NA
"528","2008-06-12",20988.8666666667,11224.8666666667,1951,567,7246,7452.08073133615,1340.18325848893,982.874079409144,18056.6505577837,NA,NA,NA,NA
"529","2008-06-13",31238,10540,2809,7358,10531,8744.80310246226,1507.77471145879,1487.6688211944,19875.0454389207,NA,NA,NA,NA
"530","2008-06-14",23082,9528,1862,1011,10681,9744.07045880425,2738.17044018407,2100.22402808122,24644.2615125201,NA,NA,NA,NA
"531","2008-06-15",38151.7,13289.7,6471,6802,11589,7749.72468470833,2954.97633835402,2775.62219112468,24461.8835396649,NA,NA,NA,NA
"532","2008-06-16",21717.4,9261.4,1980,464,10012,7827.14653018893,1323.04778339481,1133.49316698484,18142.4420448448,NA,NA,NA,NA
"533","2008-06-17",19084.7333333333,7478.73333333333,1080,432,10094,8263.29327346816,1392.21731439884,2078.52454284479,20370.9840361221,NA,NA,NA,NA
"534","2008-06-18",31560.1333333333,8284.13333333333,7549,3040,12687,8213.35757703634,1781.38563652,2497.58623751014,20577.824829153,NA,NA,NA,NA
"535","2008-06-19",26468.0333333333,10632.0333333333,3411,1514,10911,7561.02076583069,1315.06673460883,1046.51357708491,17755.7427242994,NA,NA,NA,NA
"536","2008-06-20",27935.0666666667,9635.06666666667,2948,2935,12417,8828.9502164964,1464.8031287077,1554.68276000631,19581.4400488498,NA,NA,NA,NA
"537","2008-06-21",28904.2333333333,9313.23333333333,940,5823,12828,9791.20511352039,2676.46477048974,2166.94246075819,24337.9214171505,NA,NA,NA,NA
"538","2008-06-22",26106.9333333333,9574.93333333333,4705,1175,10652,7748.31538577241,2874.06627049622,2838.34172413748,24123.2123108532,NA,NA,NA,NA
"539","2008-06-23",20863.2666666667,7558.26666666667,2600,581,10124,7766.68361959485,1222.88227304311,1188.57883111781,17752.8773181252,NA,NA,NA,NA
"540","2008-06-24",29240.8666666667,8701.86666666667,2779,3489,14271,8134.59685899771,1273.16296317938,2122.50845078011,19913.5569033483,NA,NA,NA,NA
"541","2008-06-25",21029.5,8285.5,2773,569,9402,8008.8507046022,1644.21292158049,2527.26032271616,20037.668325852,NA,NA,NA,NA
"542","2008-06-26",17600.3333333333,7136.33333333333,921,572,8971,7274.95983540435,1160.92446444758,1059.01390715188,17120.5339028845,NA,NA,NA,NA
"543","2008-06-27",29252.5333333333,12558.5333333333,4159,2372,10163,8457.60577692479,1295.18184795565,1547.56318719911,18841.7620626339,NA,NA,NA,NA
"544","2008-06-28",20146.6666666667,10214.6666666667,0,2000,7932,9332.98751558818,2493.15016547541,2138.23570403326,23487.5344064027,NA,NA,NA,NA
"545","2008-06-29",12489.2,7103.2,955,535,3896,7203.84128957665,2679.08392940054,2786.60636053599,23159.2246139583,NA,NA,NA,NA
"546","2008-06-30",13403.2666666667,6063.26666666667,0,521,6819,7138.78100017538,1018.4354199123,1112.93109807061,16675.8115468096,NA,NA,NA,NA
"547","2008-07-01",20254,7812,3465,587,8390,7428.24788679404,1061.56500642415,2022.6382123266,18727.3086334382,NA,NA,NA,NA
"548","2008-07-02",19120.0333333333,10506.0333333333,962,650,7002,7231.07364560029,1427.8168273683,2403.43101775549,18749.3584648801,NA,NA,NA,NA
"549","2008-07-03",18306,7369,958,2569,7410,6434.63286919845,942.051078705427,912.046763357164,15740.2591050081,NA,NA,NA,NA
"550","2008-07-04",15700.3333333333,6809.33333333333,0,589,8302,7565.23731828732,1076.04934310381,1378.80643591089,17382.250765854,NA,NA,NA,NA
"551","2008-07-05",24484.8,7490.8,1875,6754,8365,8400.43919735246,2275.80677761151,1949.51995633007,21963.7190687783,NA,NA,NA,NA
"552","2008-07-06",30084.4,13060.4,4258,5230,7536,6244.01117475717,2465.34607781157,2580.18769023343,21587.7434289794,NA,NA,NA,NA
"553","2008-07-07",16389.8333333333,6477.83333333333,2171,592,7149,6165.25579722182,809.833165027875,891.423712602041,15074.4552377644,NA,NA,NA,NA
"554","2008-07-08",18770.2333333333,9684.23333333333,991,503,7592,6454.9339065575,859.296607542014,1788.93886757646,17114.4297856295,NA,NA,NA,NA
"555","2008-07-09",15321.9666666667,6519.96666666667,951,499,7352,6271.81693193176,1232.71391295857,2160.63754056456,17143.2621923346,NA,NA,NA,NA
"556","2008-07-10",20854.6,11134.6,982,552,8186,5502.83933436603,754.555645888944,663.373179716014,14158.5946161148,NA,NA,NA,NA
"557","2008-07-11",20903.6,10370.6,724,558,9251,6673.50380533371,896.203467302718,1127.49726062089,15841.4235614295,NA,NA,NA,NA
"558","2008-07-12",22147.5333333333,7863.53333333333,4436,2617,7231,7560.20616846997,2103.25554737383,1698.76618015668,20478.3430637154,NA,NA,NA,NA
"559","2008-07-13",20895.9,9004.9,1671,3164,7056,5465.24719160735,2299.35388354348,2333.04690441193,20170.151241368,NA,NA,NA,NA
"560","2008-07-14",18965.4333333333,7970.43333333333,2564,1995,6436,5456.18312795996,649.313074840761,650.746641983904,13734.2832627495,NA,NA,NA,NA
"561","2008-07-15",19264.3333333333,9159.33333333333,968,552,8585,5821.80367760889,702.85216997366,1557.3043481922,15858.2924605746,NA,NA,NA,NA
"562","2008-07-16",17951.0333333333,8637.03333333333,1537,2799,4978,5718.73993530273,1078.69234447731,1940.29768287232,15974.5274565903,NA,NA,NA,NA
"563","2008-07-17",21985.3666666667,11860.3666666667,1122,723,8280,5031.6789430209,601.111007882145,456.21011525808,13077.2690550991,NA,NA,NA,NA
"564","2008-07-18",21026.4,10071.4,1143,552,9260,6283.83381255353,741.368113169399,934.99248733673,14844.1528438722,NA,NA,NA,NA
"565","2008-07-19",22400.2333333333,8637.23333333333,2941,3146,7676,7249.33547142829,1945.01784513522,1521.98311320266,19558.5294771453,NA,NA,NA,NA
"566","2008-07-20",15692.2333333333,7216.23333333333,1943,1076,5457,5228.31113448209,2135.73999568126,2172.62681752516,19318.1865042796,NA,NA,NA,NA
"567","2008-07-21",19274.6333333333,7956.63333333333,1698,431,9189,5286.29939479417,478.470413773927,506.917762190003,12937.8911216367,NA,NA,NA,NA
"568","2008-07-22",12337.3666666667,7021.36666666667,0,430,4886,5710.2885540013,523.132049905107,1429.90345744762,15102.9720745695,NA,NA,NA,NA
"569","2008-07-23",15710.5,7698.5,1233,454,6325,5655.37992963982,888.729323785937,1828.80319658289,15244.0850098555,NA,NA,NA,NA
